Image,Index,Name,Type 1,Type 2,Total,HP,Attack,Defense,Special_attack,Special_defense,Speed
images/778.png,778,Kyurem Black Kyurem,Dragon,Ice,700,125,170,100,120,90,95
images/779.png,779,Keldeo Ordinary Form,Water,Fighting,580,91,72,90,129,90,108
images/780.png,780,Keldeo Resolute Form,Water,Fighting,580,91,72,90,129,90,108
images/781.png,781,Meloetta Aria Forme,Normal,Psychic,600,100,77,77,128,128,90
images/782.png,782,Meloetta Pirouette Forme,Normal,Fighting,600,100,128,90,77,77,128
images/783.png,783,Genesect,Bug,Steel,600,71,120,95,120,95,99
images/784.png,784,Chespin,Grass,,313,56,61,65,48,45,38
images/785.png,785,Quilladin,Grass,,405,61,78,95,56,58,57
images/786.png,786,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64
images/787.png,787,Fennekin,Fire,,307,40,45,40,62,60,60
images/788.png,788,Braixen,Fire,,409,59,59,58,90,70,73
images/789.png,789,Delphox,Fire,Psychic,534,75,69,72,114,100,104
images/790.png,790,Froakie,Water,,314,41,56,40,62,44,71
images/791.png,791,Frogadier,Water,,405,54,63,52,83,56,97
images/792.png,792,Greninja,Water,Dark,530,72,95,67,103,71,122
images/793.png,793,Greninja Ash-Greninja,Water,Dark,640,72,145,67,153,71,132
images/794.png,794,Bunnelby,Normal,,237,38,36,38,32,36,57
images/795.png,795,Diggersby,Normal,Ground,423,85,56,77,50,77,78
images/796.png,796,Fletchling,Normal,Flying,278,45,50,43,40,38,62
images/797.png,797,Fletchinder,Fire,Flying,382,62,73,55,56,52,84
images/798.png,798,Talonflame,Fire,Flying,499,78,81,71,74,69,126
images/799.png,799,Scatterbug,Bug,,200,38,35,40,27,25,35
images/800.png,800,Spewpa,Bug,,213,45,22,60,27,30,29
images/801.png,801,Vivillon,Bug,Flying,411,80,52,50,90,50,89
images/802.png,802,Litleo,Fire,Normal,369,62,50,58,73,54,72
images/803.png,803,Pyroar,Fire,Normal,507,86,68,72,109,66,106
images/804.png,804,Flabébé,Fairy,,303,44,38,39,61,79,42
images/805.png,805,Floette,Fairy,,371,54,45,47,75,98,52
images/806.png,806,Florges,Fairy,,552,78,65,68,112,154,75
images/807.png,807,Skiddo,Grass,,350,66,65,48,62,57,52
images/808.png,808,Gogoat,Grass,,531,123,100,62,97,81,68
images/809.png,809,Pancham,Fighting,,348,67,82,62,46,48,43
images/810.png,810,Pangoro,Fighting,Dark,495,95,124,78,69,71,58
images/811.png,811,Furfrou,Normal,,472,75,80,60,65,90,102
images/812.png,812,Espurr,Psychic,,355,62,48,54,63,60,68
images/813.png,813,Meowstic Male,Psychic,,466,74,48,76,83,81,104
images/814.png,814,Meowstic Female,Psychic,,466,74,48,76,83,81,104
images/815.png,815,Honedge,Steel,Ghost,325,45,80,100,35,37,28
images/816.png,816,Doublade,Steel,Ghost,448,59,110,150,45,49,35
images/817.png,817,Aegislash Shield Forme,Steel,Ghost,500,60,50,140,50,140,60
images/818.png,818,Aegislash Blade Forme,Steel,Ghost,500,60,140,50,140,50,60
images/819.png,819,Spritzee,Fairy,,341,78,52,60,63,65,23
images/820.png,820,Aromatisse,Fairy,,462,101,72,72,99,89,29
images/821.png,821,Swirlix,Fairy,,341,62,48,66,59,57,49
images/822.png,822,Slurpuff,Fairy,,480,82,80,86,85,75,72
images/823.png,823,Inkay,Dark,Psychic,288,53,54,53,37,46,45
images/824.png,824,Malamar,Dark,Psychic,482,86,92,88,68,75,73
images/825.png,825,Binacle,Rock,Water,306,42,52,67,39,56,50
images/826.png,826,Barbaracle,Rock,Water,500,72,105,115,54,86,68
images/827.png,827,Skrelp,Poison,Water,320,50,60,60,60,60,30
images/828.png,828,Dragalge,Poison,Dragon,494,65,75,90,97,123,44
images/829.png,829,Clauncher,Water,,330,50,53,62,58,63,44
images/830.png,830,Clawitzer,Water,,500,71,73,88,120,89,59
images/831.png,831,Helioptile,Electric,Normal,289,44,38,33,61,43,70
images/832.png,832,Heliolisk,Electric,Normal,481,62,55,52,109,94,109
images/833.png,833,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48
images/834.png,834,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71
images/835.png,835,Amaura,Rock,Ice,362,77,59,50,67,63,46
images/836.png,836,Aurorus,Rock,Ice,521,123,77,72,99,92,58
images/837.png,837,Sylveon,Fairy,,525,95,65,65,110,130,60
images/838.png,838,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118
images/839.png,839,Dedenne,Electric,Fairy,431,67,58,57,81,67,101
images/840.png,840,Carbink,Rock,Fairy,500,50,50,150,50,150,50
images/841.png,841,Goomy,Dragon,,300,45,50,35,55,75,40
images/842.png,842,Sliggoo,Dragon,,452,68,75,53,83,113,60
images/843.png,843,Sliggoo Hisuian Sliggoo,Steel,Dragon,452,58,75,83,83,113,40
images/844.png,844,Goodra,Dragon,,600,90,100,70,110,150,80
images/845.png,845,Goodra Hisuian Goodra,Steel,Dragon,600,80,100,100,110,150,60
images/846.png,846,Klefki,Steel,Fairy,470,57,80,91,80,87,75
images/847.png,847,Phantump,Ghost,Grass,309,43,70,48,50,60,38
images/848.png,848,Trevenant,Ghost,Grass,474,85,110,76,65,82,56
images/849.png,849,Pumpkaboo Average Size,Ghost,Grass,335,49,66,70,44,55,51
images/850.png,850,Pumpkaboo Small Size,Ghost,Grass,335,44,66,70,44,55,56
images/851.png,851,Pumpkaboo Large Size,Ghost,Grass,335,54,66,70,44,55,46
images/852.png,852,Pumpkaboo Super Size,Ghost,Grass,335,59,66,70,44,55,41
images/853.png,853,Gourgeist Average Size,Ghost,Grass,494,65,90,122,58,75,84
images/854.png,854,Gourgeist Small Size,Ghost,Grass,494,55,85,122,58,75,99
images/855.png,855,Gourgeist Large Size,Ghost,Grass,494,75,95,122,58,75,69
images/856.png,856,Gourgeist Super Size,Ghost,Grass,494,85,100,122,58,75,54
images/857.png,857,Bergmite,Ice,,304,55,69,85,32,35,28
images/858.png,858,Avalugg,Ice,,514,95,117,184,44,46,28
images/859.png,859,Avalugg Hisuian Avalugg,Ice,Rock,514,95,127,184,34,36,38
images/860.png,860,Noibat,Flying,Dragon,245,40,30,35,45,40,55
images/861.png,861,Noivern,Flying,Dragon,535,85,70,80,97,80,123
images/862.png,862,Xerneas,Fairy,,680,126,131,95,131,98,99
images/863.png,863,Yveltal,Dark,Flying,680,126,131,95,131,98,99
images/864.png,864,Zygarde 50% Forme,Dragon,Ground,600,108,100,121,81,95,95
images/865.png,865,Zygarde 10% Forme,Dragon,Ground,486,54,100,71,61,85,115
images/866.png,866,Zygarde Complete Forme,Dragon,Ground,708,216,100,121,91,95,85
images/867.png,867,Diancie,Rock,Fairy,600,50,100,150,100,150,50
images/868.png,868,Diancie Mega Diancie,Rock,Fairy,700,50,160,110,160,110,110
images/869.png,869,Hoopa Hoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70
images/870.png,870,Hoopa Hoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80
images/871.png,871,Volcanion,Fire,Water,600,80,110,120,130,90,70
images/872.png,872,Rowlet,Grass,Flying,320,68,55,55,50,50,42
images/873.png,873,Dartrix,Grass,Flying,420,78,75,75,70,70,52
images/874.png,874,Decidueye,Grass,Ghost,530,78,107,75,100,100,70
images/875.png,875,Decidueye Hisuian Decidueye,Grass,Fighting,530,88,112,80,95,95,60
images/876.png,876,Litten,Fire,,320,45,65,40,60,40,70
images/877.png,877,Torracat,Fire,,420,65,85,50,80,50,90
images/878.png,878,Incineroar,Fire,Dark,530,95,115,90,80,90,60
images/879.png,879,Popplio,Water,,320,50,54,54,66,56,40
images/880.png,880,Brionne,Water,,420,60,69,69,91,81,50
images/881.png,881,Primarina,Water,Fairy,530,80,74,74,126,116,60
images/882.png,882,Pikipek,Normal,Flying,265,35,75,30,30,30,65
images/883.png,883,Trumbeak,Normal,Flying,355,55,85,50,40,50,75
images/884.png,884,Toucannon,Normal,Flying,485,80,120,75,75,75,60
images/885.png,885,Yungoos,Normal,,253,48,70,30,30,30,45
images/886.png,886,Gumshoos,Normal,,418,88,110,60,55,60,45
images/887.png,887,Grubbin,Bug,,300,47,62,45,55,45,46
images/888.png,888,Charjabug,Bug,Electric,400,57,82,95,55,75,36
images/889.png,889,Vikavolt,Bug,Electric,500,77,70,90,145,75,43
images/890.png,890,Crabrawler,Fighting,,338,47,82,57,42,47,63
images/891.png,891,Crabominable,Fighting,Ice,478,97,132,77,62,67,43
images/892.png,892,Oricorio Baile Style,Fire,Flying,476,75,70,70,98,70,93
images/893.png,893,Oricorio Pom-Pom Style,Electric,Flying,476,75,70,70,98,70,93
images/894.png,894,Oricorio Pa'u Style,Psychic,Flying,476,75,70,70,98,70,93
images/895.png,895,Oricorio Sensu Style,Ghost,Flying,476,75,70,70,98,70,93
images/896.png,896,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84
images/897.png,897,Ribombee,Bug,Fairy,464,60,55,60,95,70,124
images/898.png,898,Rockruff,Rock,,280,45,65,40,30,40,60
images/899.png,899,Rockruff Own Tempo Rockruff,Rock,,280,45,65,40,30,40,60
images/900.png,900,Lycanroc Midday Form,Rock,,487,75,115,65,55,65,112
images/901.png,901,Lycanroc Midnight Form,Rock,,487,85,115,75,55,75,82
images/902.png,902,Lycanroc Dusk Form,Rock,,487,75,117,65,55,65,110
images/903.png,903,Wishiwashi Solo Form,Water,,175,45,20,20,25,25,40
images/904.png,904,Wishiwashi School Form,Water,,620,45,140,130,140,135,30
images/905.png,905,Mareanie,Poison,Water,305,50,53,62,43,52,45
images/906.png,906,Toxapex,Poison,Water,495,50,63,152,53,142,35
images/907.png,907,Mudbray,Ground,,385,70,100,70,45,55,45
images/908.png,908,Mudsdale,Ground,,500,100,125,100,55,85,35
images/909.png,909,Dewpider,Water,Bug,269,38,40,52,40,72,27
images/910.png,910,Araquanid,Water,Bug,454,68,70,92,50,132,42
images/911.png,911,Fomantis,Grass,,250,40,55,35,50,35,35
images/912.png,912,Lurantis,Grass,,480,70,105,90,80,90,45
images/913.png,913,Morelull,Grass,Fairy,285,40,35,55,65,75,15
images/914.png,914,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30
images/915.png,915,Salandit,Poison,Fire,320,48,44,40,71,40,77
images/916.png,916,Salazzle,Poison,Fire,480,68,64,60,111,60,117
images/917.png,917,Stufful,Normal,Fighting,340,70,75,50,45,50,50
images/918.png,918,Bewear,Normal,Fighting,500,120,125,80,55,60,60
images/919.png,919,Bounsweet,Grass,,210,42,30,38,30,38,32
images/920.png,920,Steenee,Grass,,290,52,40,48,40,48,62
images/921.png,921,Tsareena,Grass,,510,72,120,98,50,98,72
images/922.png,922,Comfey,Fairy,,485,51,52,90,82,110,100
images/923.png,923,Oranguru,Normal,Psychic,490,90,60,80,90,110,60
images/924.png,924,Passimian,Fighting,,490,100,120,90,40,60,80
images/925.png,925,Wimpod,Bug,Water,230,25,35,40,20,30,80
images/926.png,926,Golisopod,Bug,Water,530,75,125,140,60,90,40
images/927.png,927,Sandygast,Ghost,Ground,320,55,55,80,70,45,15
images/928.png,928,Palossand,Ghost,Ground,480,85,75,110,100,75,35
images/929.png,929,Pyukumuku,Water,,410,55,60,130,30,130,5
images/930.png,930,Type: Null,Normal,,534,95,95,95,95,95,59
images/931.png,931,Silvally,Normal,,570,95,95,95,95,95,95
images/932.png,932,Minior Meteor Form,Rock,Flying,440,60,60,100,60,100,60
images/933.png,933,Minior Core Form,Rock,Flying,500,60,100,60,100,60,120
images/934.png,934,Komala,Normal,,480,65,115,65,75,95,65
images/935.png,935,Turtonator,Fire,Dragon,485,60,78,135,91,85,36
images/936.png,936,Togedemaru,Electric,Steel,435,65,98,63,40,73,96
images/937.png,937,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96
images/938.png,938,Bruxish,Water,Psychic,475,68,105,70,70,70,92
images/939.png,939,Drampa,Normal,Dragon,485,78,60,85,135,91,36
images/940.png,940,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40
images/941.png,941,Jangmo-o,Dragon,,300,45,55,65,45,45,45
images/942.png,942,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65
images/943.png,943,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85
images/944.png,944,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130
images/945.png,945,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95
images/946.png,946,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75
images/947.png,947,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85
images/948.png,948,Cosmog,Psychic,,200,43,29,31,29,31,37
images/949.png,949,Cosmoem,Psychic,,400,43,29,131,29,131,37
images/950.png,950,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97
images/951.png,951,Lunala,Psychic,Ghost,680,137,113,89,137,107,97
images/952.png,952,Nihilego,Rock,Poison,570,109,53,47,127,131,103
images/953.png,953,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79
images/954.png,954,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151
images/955.png,955,Xurkitree,Electric,,570,83,89,71,173,71,83
images/956.png,956,Celesteela,Steel,Flying,570,97,101,103,107,101,61
images/957.png,957,Kartana,Grass,Steel,570,59,181,131,59,31,109
images/958.png,958,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43
images/959.png,959,Necrozma,Psychic,,600,97,107,101,127,89,79
images/960.png,960,Necrozma Dusk Mane Necrozma,Psychic,Steel,680,97,157,127,113,109,77
images/961.png,961,Necrozma Dawn Wings Necrozma,Psychic,Ghost,680,97,113,109,157,127,77
images/962.png,962,Necrozma Ultra Necrozma,Psychic,Dragon,754,97,167,97,167,97,129
images/963.png,963,Magearna,Steel,Fairy,600,80,95,115,130,115,65
images/964.png,964,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125
images/965.png,965,Poipole,Poison,,420,67,73,67,73,67,73
images/966.png,966,Naganadel,Poison,Dragon,540,73,73,73,127,73,121
images/967.png,967,Stakataka,Rock,Steel,570,61,131,211,53,101,13
images/968.png,968,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107
images/969.png,969,Zeraora,Electric,,600,88,112,75,102,80,143
images/970.png,970,Meltan,Steel,,300,46,65,65,55,35,34
images/971.png,971,Melmetal,Steel,,600,135,143,143,80,65,34
images/972.png,972,Grookey,Grass,,310,50,65,50,40,40,65
images/973.png,973,Thwackey,Grass,,420,70,85,70,55,60,80
images/974.png,974,Rillaboom,Grass,,530,100,125,90,60,70,85
images/975.png,975,Scorbunny,Fire,,310,50,71,40,40,40,69
images/976.png,976,Raboot,Fire,,420,65,86,60,55,60,94
images/977.png,977,Cinderace,Fire,,530,80,116,75,65,75,119
images/978.png,978,Sobble,Water,,310,50,40,40,70,40,70
images/979.png,979,Drizzile,Water,,420,65,60,55,95,55,90
images/980.png,980,Inteleon,Water,,530,70,85,65,125,65,120
images/981.png,981,Skwovet,Normal,,275,70,55,55,35,35,25
images/982.png,982,Greedent,Normal,,460,120,95,95,55,75,20
images/983.png,983,Rookidee,Flying,,245,38,47,35,33,35,57
images/984.png,984,Corvisquire,Flying,,365,68,67,55,43,55,77
images/985.png,985,Corviknight,Flying,Steel,495,98,87,105,53,85,67
images/986.png,986,Blipbug,Bug,,180,25,20,20,25,45,45
images/987.png,987,Dottler,Bug,Psychic,335,50,35,80,50,90,30
images/988.png,988,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90
images/989.png,989,Nickit,Dark,,245,40,28,28,47,52,50
images/990.png,990,Thievul,Dark,,455,70,58,58,87,92,90
images/991.png,991,Gossifleur,Grass,,250,40,40,60,40,60,10
images/992.png,992,Eldegoss,Grass,,460,60,50,90,80,120,60
images/993.png,993,Wooloo,Normal,,270,42,40,55,40,45,48
images/994.png,994,Dubwool,Normal,,490,72,80,100,60,90,88
images/995.png,995,Chewtle,Water,,284,50,64,50,38,38,44
images/996.png,996,Drednaw,Water,Rock,485,90,115,90,48,68,74
images/997.png,997,Yamper,Electric,,270,59,45,50,40,50,26
images/998.png,998,Boltund,Electric,,490,69,90,60,90,60,121
images/999.png,999,Rolycoly,Rock,,240,30,40,50,40,50,30
images/1000.png,1000,Carkol,Rock,Fire,410,80,60,90,60,70,50
images/1001.png,1001,Coalossal,Rock,Fire,510,110,80,120,80,90,30
images/1002.png,1002,Applin,Grass,Dragon,260,40,40,80,40,40,20
images/1003.png,1003,Flapple,Grass,Dragon,485,70,110,80,95,60,70
images/1004.png,1004,Appletun,Grass,Dragon,485,110,85,80,100,80,30
images/1005.png,1005,Silicobra,Ground,,315,52,57,75,35,50,46
images/1006.png,1006,Sandaconda,Ground,,510,72,107,125,65,70,71
images/1007.png,1007,Cramorant,Flying,Water,475,70,85,55,85,95,85
images/1008.png,1008,Arrokuda,Water,,280,41,63,40,40,30,66
images/1009.png,1009,Barraskewda,Water,,490,61,123,60,60,50,136
images/1010.png,1010,Toxel,Electric,Poison,242,40,38,35,54,35,40
images/1011.png,1011,Toxtricity Amped Form,Electric,Poison,502,75,98,70,114,70,75
images/1012.png,1012,Toxtricity Low Key Form,Electric,Poison,502,75,98,70,114,70,75
images/1013.png,1013,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45
images/1014.png,1014,Centiskorch,Fire,Bug,525,100,115,65,90,90,65
images/1015.png,1015,Clobbopus,Fighting,,310,50,68,60,50,50,32
images/1016.png,1016,Grapploct,Fighting,,480,80,118,90,70,80,42
images/1017.png,1017,Sinistea,Ghost,,308,40,45,45,74,54,50
images/1018.png,1018,Polteageist,Ghost,,508,60,65,65,134,114,70
images/1019.png,1019,Hatenna,Psychic,,265,42,30,45,56,53,39
images/1020.png,1020,Hattrem,Psychic,,370,57,40,65,86,73,49
images/1021.png,1021,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29
images/1022.png,1022,Impidimp,Dark,Fairy,265,45,45,30,55,40,50
images/1023.png,1023,Morgrem,Dark,Fairy,370,65,60,45,75,55,70
images/1024.png,1024,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60
images/1025.png,1025,Obstagoon,Dark,Normal,520,93,90,101,60,81,95
images/1026.png,1026,Perrserker,Steel,,440,70,110,100,50,60,50
images/1027.png,1027,Cursola,Ghost,,510,60,95,50,145,130,30
images/1028.png,1028,Sirfetch'd,Fighting,,507,62,135,95,68,82,65
images/1029.png,1029,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70
images/1030.png,1030,Runerigus,Ground,Ghost,483,58,95,145,50,105,30
images/1031.png,1031,Milcery,Fairy,,270,45,40,40,50,61,34
images/1032.png,1032,Alcremie,Fairy,,495,65,60,75,110,121,64
images/1033.png,1033,Falinks,Fighting,,470,65,100,100,70,60,75
images/1034.png,1034,Pincurchin,Electric,,435,48,101,95,91,85,15
images/1035.png,1035,Snom,Ice,Bug,185,30,25,35,45,30,20
images/1036.png,1036,Frosmoth,Ice,Bug,475,70,65,60,125,90,65
images/1037.png,1037,Stonjourner,Rock,,470,100,125,135,20,20,70
images/1038.png,1038,Eiscue Ice Face,Ice,,470,75,80,110,65,90,50
images/1039.png,1039,Eiscue Noice Face,Ice,,470,75,80,70,65,50,130
images/1040.png,1040,Indeedee Male,Psychic,Normal,475,60,65,55,105,95,95
images/1041.png,1041,Indeedee Female,Psychic,Normal,475,70,55,65,95,105,85
images/1042.png,1042,Morpeko Full Belly Mode,Electric,Dark,436,58,95,58,70,58,97
images/1043.png,1043,Morpeko Hangry Mode,Electric,Dark,436,58,95,58,70,58,97
images/1044.png,1044,Cufant,Steel,,330,72,80,49,40,49,40
images/1045.png,1045,Copperajah,Steel,,500,122,130,69,80,69,30
images/1046.png,1046,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75
images/1047.png,1047,Arctozolt,Electric,Ice,505,90,100,90,90,80,55
images/1048.png,1048,Dracovish,Water,Dragon,505,90,90,100,70,80,75
images/1049.png,1049,Arctovish,Water,Ice,505,90,90,100,80,90,55
images/1050.png,1050,Duraludon,Steel,Dragon,535,70,95,115,120,50,85
images/1051.png,1051,Dreepy,Dragon,Ghost,270,28,60,30,40,30,82
images/1052.png,1052,Drakloak,Dragon,Ghost,410,68,80,50,60,50,102
images/1053.png,1053,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142
images/1054.png,1054,Zacian Hero of Many Battles,Fairy,,660,92,120,115,80,115,138
images/1055.png,1055,Zacian Crowned Sword,Fairy,Steel,700,92,150,115,80,115,148
images/1056.png,1056,Zamazenta Hero of Many Battles,Fighting,,660,92,120,115,80,115,138
images/1057.png,1057,Zamazenta Crowned Shield,Fighting,Steel,700,92,120,140,80,140,128
images/1058.png,1058,Eternatus,Poison,Dragon,690,140,85,95,145,95,130
images/1059.png,1059,Eternatus Eternamax,Poison,Dragon,1125,255,115,250,125,250,130
images/1060.png,1060,Kubfu,Fighting,,385,60,90,60,53,50,72
images/1061.png,1061,Urshifu Single Strike Style,Fighting,Dark,550,100,130,100,63,60,97
images/1062.png,1062,Urshifu Rapid Strike Style,Fighting,Water,550,100,130,100,63,60,97
images/1063.png,1063,Zarude,Dark,Grass,600,105,120,105,70,95,105
images/1064.png,1064,Regieleki,Electric,,580,80,100,50,100,50,200
images/1065.png,1065,Regidrago,Dragon,,580,200,100,50,100,50,80
images/1066.png,1066,Glastrier,Ice,,580,100,145,130,65,110,30
images/1067.png,1067,Spectrier,Ghost,,580,100,65,60,145,80,130
images/1068.png,1068,Calyrex,Psychic,Grass,500,100,80,80,80,80,80
images/1069.png,1069,Calyrex Ice Rider,Psychic,Ice,680,100,165,150,85,130,50
images/1070.png,1070,Calyrex Shadow Rider,Psychic,Ghost,680,100,85,80,165,100,150
images/1071.png,1071,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65
images/1072.png,1072,Kleavor,Bug,Rock,500,70,135,95,45,70,85
images/1073.png,1073,Ursaluna,Ground,Normal,550,130,140,105,45,80,50
images/1074.png,1074,Ursaluna Bloodmoon,Ground,Normal,555,113,70,120,135,65,52
images/1075.png,1075,Basculegion Male,Water,Ghost,530,120,112,65,80,75,78
images/1076.png,1076,Basculegion Female,Water,Ghost,530,120,92,65,100,75,78
images/1077.png,1077,Sneasler,Fighting,Poison,510,80,130,60,40,80,120
images/1078.png,1078,Overqwil,Dark,Poison,510,85,115,95,65,65,85
images/1079.png,1079,Enamorus Incarnate Forme,Fairy,Flying,580,74,115,70,135,80,106
images/1080.png,1080,Enamorus Therian Forme,Fairy,Flying,580,74,115,110,135,100,46
images/1081.png,1081,Sprigatito,Grass,,310,40,61,54,45,45,65
images/1082.png,1082,Floragato,Grass,,410,61,80,63,60,63,83
images/1083.png,1083,Meowscarada,Grass,Dark,530,76,110,70,81,70,123
images/1084.png,1084,Fuecoco,Fire,,310,67,45,59,63,40,36
images/1085.png,1085,Crocalor,Fire,,411,81,55,78,90,58,49
images/1086.png,1086,Skeledirge,Fire,Ghost,530,104,75,100,110,75,66
images/1087.png,1087,Quaxly,Water,,310,55,65,45,50,45,50
images/1088.png,1088,Quaxwell,Water,,410,70,85,65,65,60,65
images/1089.png,1089,Quaquaval,Water,Fighting,530,85,120,80,85,75,85
images/1090.png,1090,Lechonk,Normal,,254,54,45,40,35,45,35
images/1091.png,1091,Oinkologne Male,Normal,,489,110,100,75,59,80,65
images/1092.png,1092,Oinkologne Female,Normal,,489,115,90,70,59,90,65
images/1093.png,1093,Tarountula,Bug,,210,35,41,45,29,40,20
images/1094.png,1094,Spidops,Bug,,404,60,79,92,52,86,35
images/1095.png,1095,Nymble,Bug,,210,33,46,40,21,25,45
images/1096.png,1096,Lokix,Bug,Dark,450,71,102,78,52,55,92
images/1097.png,1097,Pawmi,Electric,,240,45,50,20,40,25,60
images/1098.png,1098,Pawmo,Electric,Fighting,350,60,75,40,50,40,85
images/1099.png,1099,Pawmot,Electric,Fighting,490,70,115,70,70,60,105
images/1100.png,1100,Tandemaus,Normal,,305,50,50,45,40,45,75
images/1101.png,1101,Maushold Family of Four,Normal,,470,74,75,70,65,75,111
images/1102.png,1102,Maushold Family of Three,Normal,,470,74,75,70,65,75,111
images/1103.png,1103,Fidough,Fairy,,312,37,55,70,30,55,65
images/1104.png,1104,Dachsbun,Fairy,,477,57,80,115,50,80,95
images/1105.png,1105,Smoliv,Grass,Normal,260,41,35,45,58,51,30
images/1106.png,1106,Dolliv,Grass,Normal,354,52,53,60,78,78,33
images/1107.png,1107,Arboliva,Grass,Normal,510,78,69,90,125,109,39
images/1108.png,1108,Squawkabilly Green Plumage,Normal,Flying,417,82,96,51,45,51,92
images/1109.png,1109,Squawkabilly Blue Plumage,Normal,Flying,417,82,96,51,45,51,92
images/1110.png,1110,Squawkabilly Yellow Plumage,Normal,Flying,417,82,96,51,45,51,92
images/1111.png,1111,Squawkabilly White Plumage,Normal,Flying,417,82,96,51,45,51,92
images/1112.png,1112,Nacli,Rock,,280,55,55,75,35,35,25
images/1113.png,1113,Naclstack,Rock,,355,60,60,100,35,65,35
images/1114.png,1114,Garganacl,Rock,,500,100,100,130,45,90,35
images/1115.png,1115,Charcadet,Fire,,255,40,50,40,50,40,35
images/1116.png,1116,Armarouge,Fire,Psychic,525,85,60,100,125,80,75
images/1117.png,1117,Ceruledge,Fire,Ghost,525,75,125,80,60,100,85
images/1118.png,1118,Tadbulb,Electric,,272,61,31,41,59,35,45
images/1119.png,1119,Bellibolt,Electric,,495,109,64,91,103,83,45
images/1120.png,1120,Wattrel,Electric,Flying,280,40,40,35,55,40,70
images/1121.png,1121,Kilowattrel,Electric,Flying,490,70,70,60,105,60,125
images/1122.png,1122,Maschiff,Dark,,340,60,78,60,40,51,51
images/1123.png,1123,Mabosstiff,Dark,,505,80,120,90,60,70,85
images/1124.png,1124,Shroodle,Poison,Normal,290,40,65,35,40,35,75
images/1125.png,1125,Grafaiai,Poison,Normal,485,63,95,65,80,72,110
images/1126.png,1126,Bramblin,Grass,Ghost,275,40,65,30,45,35,60
images/1127.png,1127,Brambleghast,Grass,Ghost,480,55,115,70,80,70,90
images/1128.png,1128,Toedscool,Ground,Grass,335,40,40,35,50,100,70
images/1129.png,1129,Toedscruel,Ground,Grass,515,80,70,65,80,120,100
images/1130.png,1130,Klawf,Rock,,450,70,100,115,35,55,75
images/1131.png,1131,Capsakid,Grass,,304,50,62,40,62,40,50
images/1132.png,1132,Scovillain,Grass,Fire,486,65,108,65,108,65,75
images/1133.png,1133,Rellor,Bug,,270,41,50,60,31,58,30
images/1134.png,1134,Rabsca,Bug,Psychic,470,75,50,85,115,100,45
images/1135.png,1135,Flittle,Psychic,,255,30,35,30,55,30,75
images/1136.png,1136,Espathra,Psychic,,481,95,60,60,101,60,105
images/1137.png,1137,Tinkatink,Fairy,Steel,297,50,45,45,35,64,58
images/1138.png,1138,Tinkatuff,Fairy,Steel,380,65,55,55,45,82,78
images/1139.png,1139,Tinkaton,Fairy,Steel,506,85,75,77,70,105,94
images/1140.png,1140,Wiglett,Water,,245,10,55,25,35,25,95
images/1141.png,1141,Wugtrio,Water,,425,35,100,50,50,70,120
images/1142.png,1142,Bombirdier,Flying,Dark,485,70,103,85,60,85,82
images/1143.png,1143,Finizen,Water,,315,70,45,40,45,40,75
images/1144.png,1144,Palafin Zero Form,Water,,457,100,70,72,53,62,100
images/1145.png,1145,Palafin Hero Form,Water,,650,100,160,97,106,87,100
images/1146.png,1146,Varoom,Steel,Poison,300,45,70,63,30,45,47
images/1147.png,1147,Revavroom,Steel,Poison,500,80,119,90,54,67,90
images/1148.png,1148,Cyclizar,Dragon,Normal,501,70,95,65,85,65,121
images/1149.png,1149,Orthworm,Steel,,480,70,85,145,60,55,65
images/1150.png,1150,Glimmet,Rock,Poison,350,48,35,42,105,60,60
images/1151.png,1151,Glimmora,Rock,Poison,525,83,55,90,130,81,86
